symbol,name,sector,industry,annualized_return,volatility,total_return,years,market_cap,outperformed_market,return_vs_market,volatility_vs_market,risk_adjusted_return,market_risk_adjusted,early_boom_candidate,hindsight_trap_score
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,0.262646894312873,0.253005773995236,30.453505478896105,14.787132101300479,70242582528.0,True,0.10972285844317087,0.07712363597838134,1.038106325264413,0.8694688249414364,False,1.4753757530337455
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,0.25569217836661995,0.2863938436007305,27.986700236003866,14.787132101300479,25109897216.0,True,0.10276814249691779,0.11051170558387585,0.8927991438359527,0.8694688249414364,False,2.0494362156196977
IT,"Gartner, Inc.",Technology,Information Technology Services,0.2539585775628934,0.2794863940187937,27.40053503676899,14.787132101300479,40925532160.0,True,0.10103454169319126,0.10360425600193907,0.9086616844246675,0.8694688249414364,False,1.7225198449615322
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,0.2534435315252621,0.32742153901023974,27.22852884950201,14.787132101300479,1983563431936.0,True,0.10051949565555995,0.1515394009933851,0.7740588242648752,0.8694688249414364,False,1.3519163446978826
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,0.2529964289916249,0.42658625041397497,27.080001317035734,14.787132101300479,24676139008.0,True,0.10007239312192273,0.2507041123971203,0.5930721600757358,0.8694688249414364,False,2.376981313260097
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,0.24882861361594433,0.2891751603355532,25.730079859489372,14.787132101300479,32103970816.0,True,0.09590457774624217,0.11329302231869853,0.8604771354745978,0.8694688249414364,False,1.868774186680465
BX,Blackstone Inc.,Financial Services,Asset Management,0.24763420467308417,0.348551369574843,25.3545250966681,14.787132101300479,212014874624.0,True,0.09471016880338201,0.17266923155798836,0.7104668817544574,0.8694688249414364,False,1.372824512368123
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,0.23874334100386174,0.26047674740939375,22.709765170479194,14.787132101300479,37775802368.0,True,0.08581930513415958,0.0845946093925391,0.9165629691644859,0.8694688249414364,False,1.5901854985788333
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,0.2386275437405918,0.25310479148794873,22.677012378540763,14.787132101300479,51901902848.0,True,0.08570350787088965,0.07722265347109408,0.9428013683097491,0.8694688249414364,False,1.4290955369826674
MKTX,MarketAxess Holdings Inc.,Financial Services,Capital Markets,0.23842379600716224,0.3324733352785138,22.619485540697617,14.787132101300479,10903909376.0,True,0.08549976013746008,0.15659119726165915,0.7171215574549279,0.8694688249414364,False,3.0580619712954187
POOL,Pool Corporation,Industrials,Industrial Distribution,0.23754929100419275,0.2903310503576488,22.374051647704285,14.787132101300479,14171109376.0,True,0.0846252551344906,0.11444891234079413,0.8182014659181785,0.8694688249414364,False,2.537621879403448
